audit_order	address	name	research_name	function_end	size	closure_status	target_owner	implementation_mapping	evidence	verification	final_review	remaining
37	0x2E278	sub_2E278	event_helper_2E278	0x2E28A	18	platform_adapted	render	src/scene/scene.cpp:SceneSession::run_event(case13)/resume/advance_tournament_trial;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_scene_result/handle_world_menu_event_result;tests/unit/scene/scene_test.cpp:check_event_load_menu/check_event_tournament_trial	research/evidence/functions/Z_DAT/0x2E278.md	current Z.DAT 5-instruction wrapper and all 4 physical callsites one-way reviewed; identical loaded/raw 18-byte SHA256 with no relocations; exact no-argument delegated sub_3CD17 call and zero return; opcode13 ignored return/PC+1 boundary; sub_302E0 interround/finale and sub_30480 battle-victory order before following dialogue; all 346 opcode13 occurrences and complete position-stream SHA256; synthetic 13->14 continuation and real script931 fade/rest order; tournament 15 battle-victory plus 4 interround plus 1 finale fade vectors; delegated palette-fade closure preserved; oracle SHA256 e2252a1718834e1f64a4a8254d9aa0adf8f96c096be136140bf41baf7a804693 and idempotence proc_9829; Linux app Debug 14/14 proc_234d; static gate and global closure counts proc_853e; reverse framework proc_0aa4; original runtime oracle blocked	converged_no_new_differences
38	0x2E28A	sub_2E28A	event_helper_2E28A	0x2E29C	18	platform_adapted	render	src/scene/scene.cpp:SceneSession::run_event(case14)/resume/advance_tournament_trial;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_scene_result/handle_world_menu_event_result/advance_scene_effect;tests/unit/scene/scene_test.cpp:check_event_load_menu/check_event_tournament_trial	research/evidence/functions/Z_DAT/0x2E28A.md	current Z.DAT 5-instruction wrapper and all 3 physical callsites one-way reviewed; identical loaded/raw 18-byte SHA256 with no relocations; exact no-argument delegated sub_3CC97 call and zero return; opcode14 ignored return/PC+1 boundary; sub_302E0 interround/finale order after dialogue present and before restore/event-disable continuation; all 171 opcode14 occurrences and complete position-stream SHA256; synthetic 13->14 continuation and real script931 fade/rest order; tournament 4 interround plus 1 finale fade vectors; legacy 300 counter mapped to 8 additional ticks only after final black frame via result wait_ticks9; delegated palette-fade closure preserved; oracle SHA256 6d0c629e6ab40d49614740412e29ea0c836c9ae9fa17b87d16a8d7ae227dfc77 and idempotence proc_871f; Linux app Debug 14/14 proc_9b68; static gate and global closure counts proc_71aa; reverse framework proc_fe9c; original runtime oracle blocked	converged_no_new_differences
39	0x2E29C	sub_2E29C	event_helper_2E29C	0x2E2D7	59	assembly_exact	scene	src/scene/scene.cpp:SceneSession::party_contains/run_event(case16);tests/unit/scene/scene_test.cpp:check_event_load_menu	research/evidence/functions/Z_DAT/0x2E29C.md	current Z.DAT 21-instruction entry-to-exit one-way review; loaded/raw 59-byte SHA256 with sole team-array raw+0x20000 relocation; unique sub_2C319 opcode16 caller; exact signed role/true-offset/false-offset arguments and PC+4+selected-signed-offset boundary; unconditional six-slot scan without nonpositive sentinel stop; match flag remains one and duplicate matches are idempotent; all 80 opcode16 occurrences and complete parameter-stream SHA256; 17 positive role IDs and complete true/false offset domains; synthetic slot1 gap plus slot5 match true path and six-slot miss false path; oracle SHA256 e49ad1b3c0fdc2cf18a1affb2b2f68301615fd8797e17f0b57579502609d7346 and idempotence proc_69d8; Linux app Debug 14/14 proc_6b83; static gate global closure counts and reverse framework proc_6ff8; original runtime oracle blocked	converged_no_new_differences
40	0x2E2D7	sub_2E2D7	event_helper_2E2D7	0x2E2F5	30	assembly_exact	scene	src/scene/scene.cpp:SceneSession::run_event(case20);tests/unit/scene/scene_test.cpp:check_event_presence_and_party_tail_conditions	research/evidence/functions/Z_DAT/0x2E2D7.md	current Z.DAT 8-instruction entry-to-exit one-way review; loaded/raw 30-byte SHA256 with sole slot5-address raw+0x20000 relocation; unique sub_2C319 opcode20 caller; exact signed true/false arguments and PC+3+selected-signed-offset boundary; sole signed slot5>0 test without scanning slots0..4; role0 and all negatives false; all 82 opcode20 occurrences and complete parameter-stream SHA256; complete true/false offset distributions; real script11 front-full tail-negative/front-full tail-zero false dialogue30 and interior-gap tail9 true dialogue175 vectors; corrected stale plan responsibility label; oracle SHA256 38a000cf2a59f1c99d6e636e29bfc32e0e6e826ca8902959097dc88a35d613c7 and idempotence proc_34c3; Linux app Debug 14/14 proc_ef57; static gate global closure counts and reverse framework proc_ddd8; original runtime oracle blocked	converged_no_new_differences
41	0x2E2F5	sub_2E2F5	event_helper_2E2F5	0x2E337	66	assembly_exact	scene	src/scene/scene.cpp:SceneSession::inventory_contains_id/run_event(case18);tests/unit/scene/scene_test.cpp:check_event_presence_and_party_tail_conditions	research/evidence/functions/Z_DAT/0x2E2F5.md	current Z.DAT 22-instruction entry-to-exit one-way review; loaded/raw 66-byte SHA256 with sole inventory-item-base raw+0x20000 relocation; unique sub_2C319 opcode18 caller; exact signed item/true-offset/false-offset arguments and PC+4+selected-signed-offset boundary; fixed 200-slot four-byte-stride item-ID-only scan with first-match exit; count never read and duplicate IDs irrelevant; both current opcode18 calls script37/38 and complete parameter-stream SHA256; real script37 slot0 count0 true/fully-missing false dialogue139/slot199 count-32768 true vectors; oracle SHA256 f5fc1d8c3d9f88fa231e7fde5d8d967f9d0d3bf72ed0dcc45ed49db61d038d5f and idempotence proc_4163; Linux app Debug 14/14 proc_f17f; static gate global closure counts and reverse framework proc_2925; original runtime oracle blocked	converged_no_new_differences
42	0x2E337	sub_2E337	event_helper_2E337	0x2E46B	308	platform_adapted	scene	src/scene/scene.cpp:SceneSession::set_scene_value/run_event(case17);src/model/game_snapshot.cpp:GameSnapshot::set_scene_value;tests/unit/scene/scene_test.cpp:check_event_field_and_scene_cell_updates/check_scene_event_interpreter	research/evidence/functions/Z_DAT/0x2E337.md	current Z.DAT 85-instruction entry-to-exit one-way review; loaded/raw 308-byte SHA256 with all 15 differing bytes normalized as absolute-address raw+0x20000 relocations; unique sub_2C319 opcode17 caller and exact signed scene/layer/x/y/value argument order with PC+6; scene -2 direct current-buffer word index 4096*layer+64*y+x; explicit scene legacy flush-current/load-target/write-persist/reload-current archive order; all 127 opcode17 occurrences and complete argument-stream SHA256; exact scene/layer distributions and legal x/y/value ranges; real script274 adjacent current-scene writes before present; synthetic active70 external69 write preserving active70 cell and session identity; modern 100-scene resident snapshot preserves legal observable state while invalid-range guards replace undefined access; delegated scene archive open/swap and file I/O closures preserved; oracle SHA256 19b8d15579fe8de07a561563b8466926f306b64357e04c7dbd716dd54fd4fab8 and idempotence proc_11d8; Linux app Debug 14/14 proc_0aee; static gate global closure counts and reverse framework proc_f3a5; original runtime oracle blocked	converged_no_new_differences
43	0x2E46B	sub_2E46B	event_helper_2E46B	0x2E536	203	assembly_exact	scene	src/scene/scene.cpp:SceneSession::run_event(case19)/update_view_origin/commit_header;tests/unit/scene/scene_test.cpp:check_event_state_write_helpers/check_event_load_menu	research/evidence/functions/Z_DAT/0x2E46B.md	current Z.DAT 38-instruction entry-to-exit one-way review; loaded/raw 203-byte SHA256 with all 19 differing bytes normalized as four scene-state absolute-address raw+0x20000 relocations; unique sub_2C319 opcode19 caller and exact signed x/y argument order with PC+3; signed position clamps 0..63 then view origins clamp position-11 to 0..36; no draw/present or business callee; all 15 opcode19 occurrences and complete parameter-stream SHA256; complete derived position/view rows and current input ranges; real script235 position14,14/view3,3 before opcode40 direction3/player-frame5044; synthetic signed extrema to both opposite position/view boundaries; modern unobservable intermediate assignment order but identical final four words for all signed inputs; oracle SHA256 818bede2e3ed85d023274f61166f9c517e7bc83344a53baf28f281130d4da6d4 and idempotence proc_9c56; Linux app Debug 14/14 proc_2c94; static gate global closure counts and reverse framework proc_553b; original runtime oracle blocked	converged_no_new_differences
44	0x2E536	sub_2E536	event_helper_2E536	0x2E571	59	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case22);tests/unit/scene/scene_test.cpp:check_event_clear_party_mp	research/evidence/functions/Z_DAT/0x2E536.md	current Z.DAT 15-instruction entry-to-exit one-way review; loaded/raw 59-byte SHA256 with all 3 differing bytes normalized as team/role absolute-address raw+0x20000 relocations; unique sub_2C319 opcode22 caller with no arguments and PC+1; fixed six-slot scan where slot0 is unconditional and slots1..5 require signed role ID>0; no stop at nonpositive slot; only role mp word cleared to zero; unique current opcode22 at script20 PC10 and complete position-stream SHA256; real dialogue/animation/fade path with team role1,role0,gap,role2,gap,role0 proving slot0 clear/later role0 skip/post-gap role2 clear; corrected stale plan responsibility label from MP increase to MP clear; modern invalid-role range guard replaces undefined role-array access; oracle SHA256 058a92abf5bbe9bc3b629891e34b1b869f62b5718ada64790b27b93dad66d6b4 and idempotence proc_7b89; Linux app Debug 14/14 proc_e89a; static gate global closure counts and reverse framework proc_eba1; original runtime oracle blocked	converged_no_new_differences
45	0x2E571	sub_2E571	event_helper_2E571	0x2E5E6	117	assembly_exact	scene	src/scene/scene.cpp:SceneSession::add_inventory;tests/unit/scene/scene_test.cpp:check_event_inventory_condition_edge_cases/check_event_shop_helpers/check_event_join_helper	research/evidence/functions/Z_DAT/0x2E571.md	current Z.DAT 37-instruction entry-to-exit one-way review; loaded/raw 117-byte SHA256 with all 5 differing bytes normalized as inventory ID/count absolute-address raw+0x20000 relocations; exactly two callers sub_2DF0E join-role carried-item transfer and sub_312A6 successful shop purchase with complete caller-address stream SHA256; fixed first 200-slot scan updates every matching ID using int16 wrap and never short-circuits; only no-match path writes first ID=-1 slot and wraps from its residual count; full inventory no-match unchanged; target ID=-1 updates all empty-slot counts in first scan; incidental EAX result consumed by neither caller; all 67 current join carried-item parameters and complete stream SHA256; all 25 current shop item/stock/price rows and complete stream SHA256; duplicate slot1/slot199 shop purchase signed-boundary regression plus opcode2 residual/full vectors; oracle SHA256 fbe1e65aa9e044a13cf3823ff22176cadd52c568b1b1233b350ba77e4722a4b7 and idempotence proc_969a; Linux app Debug 14/14 proc_ee89; static gate global closure counts and reverse framework proc_7d12; original runtime oracle blocked	converged_no_new_differences
46	0x2E639	sub_2E639	event_helper_2E639	0x2E659	32	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case23);tests/unit/scene/scene_test.cpp:check_event_basic_role_and_scene_helpers	research/evidence/functions/Z_DAT/0x2E639.md	current Z.DAT 7-instruction entry-to-exit one-way review; loaded/raw 32-byte SHA256 with sole role-use-poison absolute-address difference normalized as raw+0x20000 relocation; unique sub_2C319 opcode23 caller with exact signed value then role argument pushes, stack cleanup and PC+3; role index multiplied by 182 and value low word directly overwrites role word47 use_poison; no old-value read, add, clamp or adjacent-field writes; full KDEF unique script28 PC65 role4 value99 occurrence and complete parameter-stream SHA256; real script overwrites use_poison -32768 to99 while medicine77/detoxification88 stay unchanged then reaches battle; modern invalid-role range guard replaces undefined role-array write; oracle SHA256 da1d1f35d6c504f6081765b12ebf687e290860a8830dfb78851ea703c8475cdf and idempotence proc_9b08; Linux app Debug 14/14 proc_a603; static gate global closure counts and reverse framework proc_cba9; original runtime oracle blocked	converged_no_new_differences
47	0x2E659	sub_2E659	event_helper_2E659	0x2EB49	1264	platform_adapted	scene	src/scene/scene.cpp:SceneSession::start_death_menu/advance_death_menu/render_death_menu;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_scene_result/perform_pending_io	research/evidence/functions/Z_DAT/0x2E659.md	current Z.DAT full 1264-byte physical range one-way review including 330 IDA instructions and 8 unreachable post-exit bytes; loaded/raw SHA256 with all 79 differing bytes normalized as 79 absolute-address raw+0x20000 relocations; exactly two physical callers opcode15 dispatch and tournament defeat with ignored argument83; corrected stale KDEF claim to 114 opcode15 occurrences all argument83 and complete position-stream SHA256; exact DEAD.BIG/font/palette/role0-name/date/text/panel geometry/color blend and selection0..3/confirm/black framebuffer hashes; Down/Up wrap plus Enter/Space/keypad Enter; load slots write zero-based request then clear/present/return; only uppercase Y exits and lowercase y/non-Y rebuild selection3; real script190 opcode15 caller and script936 tournament caller; slot2 load failure restores selection/frame; modern date/file/input/load/quit host boundaries replace DOS APIs/globals/direct exit; same-address input-font closure and delegated helper closures not propagated; oracle SHA256 7319439b2b7242f6bdec4ed1d21f8f0106684c04f0f7f6f82dbd2113a96e4e79 and double-generation byte identity proc_a7fa; Linux app Debug 14/14 proc_4ce9; original runtime oracle blocked	converged_no_new_differences
48	0x2EB49	sub_2EB49	event_helper_2EB49	0x2ED7D	564	platform_adapted	scene	src/scene/scene.cpp:SceneSession::start_load_menu/advance_load_menu/render_load_menu/resume;src/app/legacy_game_runtime.cpp:handle_scene_result/advance_scene_effect/perform_pending_io	research/evidence/functions/Z_DAT/0x2EB49.md	current Z.DAT restart confirming exact style4 panels; independent raw-string/frame oracle; synthetic opcode24 two-scene-fade/old-world/main-load routing; Linux app Debug 14/14; original runtime oracle blocked	converged_no_new_differences
49	0x2ED8D	sub_2ED8D	event_helper_2ED8D	0x2F053	710	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case25)/advance_pan_frame;tests/unit/scene/scene_test.cpp:check_event_camera_pan/check_event_camera_pan_word_wrap	research/evidence/functions/Z_DAT/0x2ED8D.md	current Z.DAT 196-instruction full entry-to-exit one-way review; loaded/raw 710-byte SHA256 with all 33 differing bytes normalized as absolute-address raw+0x20000 relocations; external 16-byte four-target quadrant jump table with four raw+0x20000 relocations; unique sub_2C319 opcode25 caller forwards four signed words and advances PC5 after ignored return1; four direction cases all process x before y and exclude target; each frame stores coordinate-11 low word then signed-clamps 0..36, updates one view axis, renders, and waits parameter50=2 ticks; fixed prior C++ 32-bit direct-clamp divergence so -32768 wraps to32757 and clamps36; restarted complete review after fix with zero new differences; all 52 KDEF occurrences and complete parameter-stream SHA256, argument ranges17..54, total460 frames and max16; script30 seven frame hashes, script225 four-direction/clamp/axis-order boundary and synthetic two-axis int16 wrap; player coordinates unchanged; modern resumable present/tick boundary replaces synchronous DOS render/wait; same-address time and delegated render closure not propagated; oracle SHA256 f868c36d730fa52c7f49e2d7eacf7dcb2b437e4827669a5a90bb87ca4ed12031 and double-generation identity proc_6209; Linux app Debug 14/14 proc_9837; original runtime oracle blocked	converged_no_new_differences
50	0x2F053	sub_2F053	event_helper_2F053	0x2F107	180	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case27)/advance_picture_animation_frame/set_animated_picture;tests/unit/scene/scene_test.cpp:check_event_picture_animation/check_event_picture_animation_boundaries	research/evidence/functions/Z_DAT/0x2F053.md	current Z.DAT 59-instruction full entry-to-shared-exit one-way review; loaded/raw 180-byte SHA256 with all 9 differing bytes normalized as absolute-address raw+0x20000 relocations; unique sub_2C319 opcode27 caller forwards three signed words and advances PC4 after ignored return1; exact event==-1 player-word branch and all-other-event sub_2D841 branch synchronizing current/end/begin picture fields; signed 32-bit start/end loop presents start then adds2 while <=end, stores only low word, renders and waits parameter50=2 ticks; all 43 KDEF occurrences and complete parameter-stream SHA256, 22 player and 21 event calls, total579 frames and max51; script535 four frame hashes, script20 ten player frames and synthetic event -2 alias plus 32767 single-frame, start>end zero-frame and odd-span boundary; no product correction required after complete review; modern resumable present/tick and invalid-event guard replace synchronous DOS calls/undefined access; same-address input-font and delegated event/render/time closures not propagated; oracle SHA256 23ade73a75cea46414fa831d50459e6fca92ff089aab0fb582142ddee7bc79ac and double-generation identity proc_d4f0; Linux app Debug 14/14 proc_44fb; original runtime oracle blocked	converged_no_new_differences
51	0x2F107	sub_2F107	event_helper_2F107	0x2F136	47	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case28)/conditional;tests/unit/scene/scene_test.cpp:check_event_role_stat_conditions	research/evidence/functions/Z_DAT/0x2F107.md	current Z.DAT 12-instruction full entry-to-exit one-way review; loaded/raw 47-byte SHA256 with sole word901BC difference normalized as absolute-address raw+0x20000 relocation; unique sub_2C319 opcode28 caller sign-extends role/minimum/maximum/true/false offsets, cleans20 stack bytes, advances PC6 and adds returned offset through shared tail; role index multiplied by182 and signed role word56 morality compared as inclusive minimum<=value<=maximum; returns true offset only inside closed range and false otherwise; all 22 KDEF occurrences use role0 with complete parameter-stream SHA256, no inverted/equal ranges and recorded argument bounds; script636 fixes signed -32768/79/80/100/101/32767 outcomes and dialogue2383 path; no product correction required after complete review; modern invalid-role guard replaces undefined array read; oracle SHA256 58ad4ca5a057cec4c5163d0c3ea582bacef4c75f4407609b5581fabf6385df0f and double-generation identity proc_52fa; Linux app Debug 14/14 proc_ea17; original runtime oracle blocked	converged_no_new_differences
52	0x2F136	sub_2F136	event_helper_2F136	0x2F15F	41	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case29)/conditional;tests/unit/scene/scene_test.cpp:check_event_three_statue_animation/check_event_attack_condition_boundaries	research/evidence/functions/Z_DAT/0x2F136.md	current Z.DAT 10-instruction full entry-to-exit one-way review; loaded/raw 41-byte SHA256 with sole word901A2 difference normalized as absolute-address raw+0x20000 relocation; unique sub_2C319 opcode29 caller sign-extends role/minimum/unused/true/false offsets then reuses opcode28 cleanup, PC+6 and shared returned-offset tail; role index multiplied by182 and signed role word43 attack compared only against inclusive minimum; third KDEF parameter stack arg8 is never read and is not an upper bound; all 5 KDEF occurrences use role0 with complete parameter-stream SHA256, minimum values0/40/75/80/90 and unused values100/1000; script655 attack2000 still enters 35-frame statue animation despite unused1000; synthetic script24 fixes signed -32768/89/90/1000/2000/32767 outcomes; no product correction required after complete review; modern invalid-role guard replaces undefined array read; oracle SHA256 f4d2e4d4abb8319f549bd0ac6279359a57d6f70c24508e6509dfd9b9d1d3ec6d and double-generation identity proc_c6ce; Linux app Debug 14/14 proc_1672; original runtime oracle blocked	converged_no_new_differences
53	0x2F171	sub_2F171	event_helper_2F171	0x2F34C	475	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case30)/advance_scripted_walk_frame/apply_scripted_walk_step;tests/unit/scene/scene_test.cpp:check_event_scripted_walk/check_event_scripted_walk_boundaries	research/evidence/functions/Z_DAT/0x2F171.md	current Z.DAT 150-instruction full entry-to-shared-exit one-way review; loaded/raw 475-byte SHA256 with all 6 differing bytes normalized as absolute-address raw+0x20000 relocations; external 16-byte four-target quadrant jump table with four raw+0x20000 relocations; unique sub_2C319 opcode30 caller forwards four signed source/target words, ignores return, cleans16 stack bytes and advances PC5; four signed source-target quadrant cases always execute target-exclusive x loop before y loop, using KDEF source counters independent of live player coordinates; each iteration calls signed horizontal/vertical step, renders, and waits parameter100=3 ticks; collision does not stop the independent loop so blocked steps still consume walk offset/frame/present/ticks; completion unconditionally clears walk offset and 20-tick player counter, restores current-direction base picture and renders without legacy delay; fixed zero-distance C++ path that previously failed to clear the 20-tick player counter, then restarted complete entry review with zero new differences; all 7 KDEF occurrences and complete parameter-stream SHA256, total42 delayed frames and max8; scene39 script343 five frame hashes plus blocked counterexample; synthetic four quadrants, x-before-y, 8-step offset wrap, source/live-coordinate separation and zero-distance counter cleanup; delegated horizontal/vertical movement and render closures not propagated, same-address input-font time closure remains pending; oracle SHA256 5ca18a765fc627d17dd0ec3cbd18a7bead5f80e90a77b3e388925b9775387255; Linux app Debug 14/14 proc_7a49; original runtime oracle blocked	converged_no_new_differences
54	0x2F34C	sub_2F34C	event_helper_2F34C	0x2F39C	80	assembly_exact	scene	src/scene/scene.cpp:SceneSession::run_event(case31)/first_inventory_count/advance_event(shop);tests/unit/scene/scene_test.cpp:check_event_inventory_condition_edge_cases/check_event_shop_helpers	research/evidence/functions/Z_DAT/0x2F34C.md	current Z.DAT 25-instruction full entry-to-exit one-way review; loaded/raw 80-byte SHA256 with both differing bytes normalized as absolute-address raw+0x20000 relocations; exactly two code callers plus one address-table data reference; scans all 200 interleaved inventory ID/count pairs for hardcoded item174, sign-extends first matching count and short-circuits without summing duplicates; returns true offset only when found flag is set and signed first count>=required, so absence is false for every signed threshold; opcode31 caller sign-extends required/true/false, cleans12 stack bytes and applies PC+4+returned offset; shop caller passes signed price/1/0 and accepts only return1; fixed both C++ callers that previously folded absence to zero and therefore misaccepted absent item174 at nonpositive thresholds, then restarted complete entry review with zero new differences; all 8 KDEF occurrences and complete parameter-stream SHA256 with requirements10..200; current 25 shop rows have positive price whenever in stock; real script234 duplicate money first-slot false/true counterexample; synthetic absent required0/-32768, signed count boundaries and zero-price shop failure without stock/item mutation; oracle SHA256 442da53e86b1108343634cbc9420607ac1c91ec5708d59dff4a79d14b3515af0; Linux app Debug 14/14 proc_8420; original runtime oracle blocked	converged_no_new_differences
55	0x2F39C	sub_2F39C	event_helper_2F39C	0x2F3F0	84	assembly_exact	scene	src/scene/scene.cpp:SceneSession::run_event(case32)/change_first_inventory/advance_event(shop);tests/unit/scene/scene_test.cpp:check_event_inventory_condition_edge_cases/check_event_shop_helpers	research/evidence/functions/Z_DAT/0x2F39C.md	current Z.DAT 24-instruction full entry-to-shared-exit one-way review; loaded/raw 84-byte SHA256 with all 3 differing bytes normalized as absolute-address raw+0x20000 relocations; exactly two code callers plus one address-table data reference; scans 200 interleaved inventory ID/count pairs and changes only the first matching slot; count add uses delta low16 with signed-int16 wrap then signed >0 keep test; nonpositive result delegates sub_2B227 whose complete 78-byte path shifts every later ID/count pair left regardless of empty slots and writes slot199=(-1,0); absent target performs no write; opcode32 sign-extends item/delta, cleans8 stack bytes and advances PC3; shop caller passes item174 and signed low16 of negated price, then ignores return; fixed C++ implementation-defined out-of-range signed narrowing by explicitly using wrapping_add, then restarted complete entry review with zero new differences; all 160 KDEF occurrences and complete parameter-stream SHA256, item range37..194 and delta range -200..-1; real script234 first-money delete exposing unchanged duplicate; synthetic absent, first-duplicate-only, zero/negative delete, full-tail/empty-slot compaction, slot199 delete and both signed wrap directions; delegated delete-helper closure not propagated; oracle SHA256 d38925fb2acd2efaaf0f1aa30b3dd67201f3539080c0e85af7737eea231339cc; Linux core Debug 13/13 proc_8f3e and app Debug 14/14 proc_59f7; original runtime oracle blocked	converged_no_new_differences
56	0x2F3F0	sub_2F3F0	event_helper_2F3F0	0x2F526	310	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case33)/draw_overlay/render/render_overlay;tests/unit/scene/scene_test.cpp:check_event_learn_magic/check_event_state_side_effects	research/evidence/functions/Z_DAT/0x2F3F0.md	current Z.DAT 86-instruction full entry-to-shared-exit one-way review; loaded/raw 310-byte SHA256 with all 14 differing bytes normalized as absolute-address raw+0x20000 relocations; unique sub_2C319 opcode33 caller sign-extends role/magic/silent, ignores return, cleans12 stack bytes and advances PC4; scans ten role magic-ID words for first exact zero, writes magic ID low16 and matching level0 then short-circuits, falling back to overwrite slot0/level0 when full without duplicate check; state write precedes silent test and any nonzero silent skips all UI; silent0 builds original Big5 %s 學會 %s from role byte8 and 136-byte magic record byte2 C strings; panel/text geometry derives from combined name byte length, uses colors5/7, preserves caller framebuffer, presents, waits any key, then redraws/presents bare scene; fixed ASCII numeric notice plus fixed black/redrawn notice geometry by adding original bytes, dynamic rounded panel and frozen-background style, then restarted complete entry review with zero new differences; all 7 KDEF occurrences and complete parameter-stream SHA256, five visible original texts and two silent calls, all role/magic IDs valid; five visible frame aggregate SHA256 and role49/magic15 exact bytes/panel/FNV; real script581 full-slot fallback plus actual original notice; synthetic first-empty, full, silent1/-32768 and repeated frozen render; invalid role/magic access guarded and host nonblocking notice/response transport platform-adapted; delegated panel/text/input/present/scene closures not propagated; oracle SHA256 d3faeafc3655c13a0f82dac0ddf8a93a7ea29513e7a7fdcb62313eb7e1792e44; Linux app Debug 14/14 proc_79cf; original runtime oracle blocked	converged_no_new_differences
57	0x2F526	sub_2F526	event_helper_2F526	0x2F62F	265	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case34)/draw_overlay/render/render_overlay;tests/unit/scene/scene_test.cpp:check_event_role_iq_clamp	research/evidence/functions/Z_DAT/0x2F526.md	current Z.DAT 67-instruction full entry-to-return review; loaded/raw 265-byte SHA256 with all 15 differing bytes normalized as absolute-address raw+0x20000 relocations; unique sub_2C319 opcode34 caller sign-extends role/delta, ignores return0, cleans8 stack bytes and advances PC3; reads role word60 IQ, performs low16 wrapping add, then signed clamps above100 and below0; computes 32-bit clamped-after minus original-before gain and shows UI only when gain>0; positive path formats original Big5 %s 資質增加 %d from role byte8 C string and actual gain, with panel length role-name-bytes+10 excluding decimal digits, colors5/7, caller framebuffer preservation, present/wait/scene restore; fixed ASCII role-id notice plus fixed black/redrawn notice geometry by adding original bytes, dynamic rounded panel and frozen-background style only for opcode34, then restarted complete entry review with zero new differences; all 4 KDEF occurrences and complete parameter-stream SHA256, all role IDs valid; four baseline single-call original texts/pixels; synthetic 99+3 clamp notice1, positive-to-negative wrap no notice, negative+zero clamp notice10, negative-to-positive wrap notice32868 and positive-to-negative wrap no notice; three visible synthetic FNV and aggregate SHA256, repeated frozen render without RNG consumption; invalid role/corrupt name guarded and host nonblocking notice/response transport platform-adapted; delegated panel/text/input/present/scene closures not propagated; oracle SHA256 5ce9fa25278dc076220db7bc3ec764574c79f6490f0fa26dee27cec94e8464bb; Linux app Debug 14/14 proc_2ea7; original runtime oracle blocked	converged_no_new_differences
58	0x2F62F	sub_2F62F	event_helper_2F62F	0x2F6C2	147	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case35);tests/unit/scene/scene_test.cpp:check_event_role_sexual_and_audio/check_event_magic_slot_write	research/evidence/functions/Z_DAT/0x2F62F.md	current Z.DAT 41-instruction full entry-to-return review; loaded/raw 147-byte SHA256 with all 7 differing bytes normalized as absolute-address raw+0x20000 relocations; unique sub_2C319 opcode35 caller sign-extends role/slot/magic/level, ignores return0, cleans16 stack bytes and advances PC5; any slot other than exact -1 directly writes role magic-ID word63+slot and level word73+slot without empty/duplicate/bounds checks; exact -1 scans ten ID words in order, writes first exact zero and short-circuits, otherwise overwrites slot0; magic ID and level are low signed-int16 without clamp, including magic0 still writing level and stopping; function has no UI/input/audio and returns0; C++ matches complete legal domain with no product change, then full entry review repeated with zero differences; all 8 KDEF occurrences and complete parameter-stream SHA256, all roles and explicit slots0/1 valid with no real automatic call; real script289 role36 slot0 write; synthetic explicit slot9 signed extrema, first-empty slot2, full fallback0 and zero-magic level write; invalid slots -2/10 are guarded modern behavior replacing original adjacent-field alias writes, platform-adapted; delegated role layout closure not propagated; oracle SHA256 babe8d954f88c6a736b5985ab5c1597767302db733a6688e4052f6967ce6fc58; Linux app Debug 14/14 proc_bc70; original runtime oracle blocked	converged_no_new_differences
59	0x2F6C2	sub_2F6C2	event_helper_2F6C2	0x2F6E3	33	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case36)/conditional;tests/unit/scene/scene_test.cpp:check_event_basic_role_and_scene_helpers	research/evidence/functions/Z_DAT/0x2F6C2.md	current Z.DAT 9-instruction full entry-to-return review; loaded/raw 33-byte SHA256 with sole differing byte normalized as one absolute-address raw+0x20000 relocation; unique sub_2C319 opcode36 caller sign-extends expected sexual/true offset/false offset, cleans12 stack bytes, advances PC4 then adds returned signed offset; reads and sign-extends fixed role0 word14 sexual, exact compares expected, returns true offset unchanged when equal and false offset unchanged otherwise; no state write, UI, input or audio; C++ signed equality and conditional width/offset formula match complete valid domain with no product change, then full entry/caller review repeated with zero differences; sole KDEF occurrence and complete parameter-stream SHA256; real script328 sexual2 selects offset6/TALK1123 and sexual1 selects offset0/TALK1122; synthetic expected -32768 with sexual -32768/32767 fixes true4/false0 signed extrema; empty-role modern stable value replaces original invalid read and is platform-adapted; oracle SHA256 68101cc9ca307fd8f2fd093c5836c734b8a838492524ef433d4b733d379cdff8; Linux app Debug 14/14 proc_238a; original runtime oracle blocked	converged_no_new_differences
